studyName	Sample Number	Species	Region	Island	Stage	Individual ID	Clutch Completion	Date Egg	Culmen Length (mm)	Culmen Depth (mm)	Flipper Length (mm)	Body Mass (g)	Sex	Delta 15 N (o/oo)	Delta 13 C (o/oo)	Comments
FAKE123	414	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N208A1	Yes	2008-08-05	43.6	18.5	166	1256	FEMALE	7.94848	-24.41102	
FAKE123	415	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N208A2	Yes	2009-11-23	A34.1	20.8	164	1495	FEMALE	8.76061	-24.75846	
FAKE123	416	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N209A1	No	2007-06-18	42.2	16.5	198	4551	MALE	8.94764	-26.78197	
FAKE123	417	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N209A2	Yes	2008-04-13	38.6	23.0	228	4358	MALE	8.95359	-25.22413	
FAKE123	418	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N210A1	Yes	2009-06-14	40.9	21.1	184	1653	FEMALE	7.26676	-25.99358	
FAKE123	419	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N210A2	Yes	2009-04-22	48.9	16.4	175	4472	FEMALE	7.99096	-24.22997	
FAKE123	420	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N211A1	Yes	2008-09-25	35.7	20.8	167	1455	MALE	8.04405	-24.24677	
FAKE123	421	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N211A2	Yes	2007-03-09	41.7	22.4	227	4738	MALE	8.621	-23.55207	
FAKE123	422	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N212A1	Yes	2009-11-16	34.2	19.2	185	1977	MALE	9.06425	-24.5127	
FAKE123	423	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N212A2	Yes	2007-05-04	31.2	20.4	164	1613	MALE	8.60214	-26.59845	
FAKE123	424	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N213A1	Yes	2009-08-07	37.0	15.9	205	3013	FEMALE	8.73714	-23.77999	
FAKE123	425	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N213A2	Yes	2009-08-17	30.1	18.2	191	1169	MALE	8.65814	-23.2173	
FAKE123	426	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N214A1	Yes	2007-04-11	30.4	22.9	173	1201	MALE	8.1485	-25.14263	
FAKE123	427	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N214A2	Yes	2008-08-15	35.6	22.5	171	4159	MALE	7.65184	-25.21094	
FAKE123	428	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N215A1	Yes	2008-05-07	33.4	16.3	191	4779	MALE	8.62389	-25.67475	
FAKE123	429	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N215A2	Yes	2008-12-05	32.1	16.4	185	4350	MALE	8.16458	-26.31096	
FAKE123	430	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N216A1	Yes	2008-07-18	34.5	15.0	212	3641	MALE	7.68837	-23.34766	
FAKE123	431	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N216A2	No	2007-10-16	46.3	15.6	212	49k88	FEMALE	7.22031	-24.16525	
FAKE123	432	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N217A1	Yes	2009-07-27	37.8	22.3	228	1730	MALE	7.08776	-24.50735	
FAKE123	433	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N217A2	Yes	2008-01-23	45.6	19.4	194	3725	MALE	7.08018	-23.88609	
FAKE123	434	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N218A1	Yes	2008-05-24	31.8	15.8	170	1917	MALE	8.64045	-25.25069	
FAKE123	435	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N218A2	Yes	2008-05-28	45.6	15.3	190	2457	FEMALE	8.68469	-26.10521	
FAKE123	436	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N219A1	Yes	2008-10-18	35.4	18.8	179	3441	MALE	9.10741	-25.64885	
FAKE123	437	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N219A2	Yes	2009-03-27	35.7	22.8	202	2216	FEMALE	9.63075	-23.3476	
FAKE123	438	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N220A1	Yes	2008-10-10	44.4	18.2	189	3870	FEMALE	8.74224	-24.24961	
FAKE123	439	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N220A2	Yes	2007-07-07	46.6	17.2	186	2123	FEMALE	9.74837	-24.68008	
FAKE123	440	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N221A1	Yes	2007-12-07	45.7	21.1	199	4793	MALE	7.11625	-26.83456	
FAKE123	441	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N221A2	Yes	2008-09-04	32.3	21.1	197	3951	FEMALE	9.44751	-26.68714	
FAKE123	442	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N222A1	Yes	2009-04-21	31.2	20.7	190	4935	MALE	8.18865	-23.44526	
FAKE123	443	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N222A2	Yes	2008-06-05	45.1	19.9	218	1527	FEMALE	7.82897	-25.7887	
FAKE123	444	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N223A1	Yes	2009-06-09	45.2	16.6	198	1148	MALE	9.74662	-25.46708	
FAKE123	445	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N223A2	No	20x08-12-11	34.6	18.9	224	1426	MALE	8.0665	-25.84193	
FAKE123	446	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N224A1	Yes	2009-01-22	39.6	18.2	197	2586	FEMALE	7.44168	-23.71608	
FAKE123	447	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N224A2	Yes	2009-01-18	48.5	16.6	196	4774	MALE	7.84149	-23.93765	
FAKE123	448	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N225A1	Yes	2008-09-29	36.1	19.5	175	4278	MALE	8.15672	-26.19532	
FAKE123	449	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N225A2	Yes	2008-04-11	35.2	16.7	219	2958	MALE	9.68457	-25.83311	
FAKE123	450	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N226A1	Yes	2008-08-22	33.3	20.5	208	2838	FEMALE	8.10615	-23.77516	
FAKE123	451	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N226A2	Yes	2009-01-14	45.9	22.6	182	1113	MALE	8.32131	-26.0775	
FAKE123	452	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N227A1	No	2009-05-28	40.0	16.3	208	2666	FEMALE	8.07794	-23.36359	
FAKE123	453	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N227A2	Yes	2008-06-27	41.5	21.8	178	4328	MALE	8.48094	-24.62696	
FAKE123	454	Adelie Penguin (Pygoscelis adeliae)	Anvers 	Torgersen	Adult, 1 Egg Stage	N228A1	Yes	2008-11-14	44.6	19.2	168	4587	FEMALE	9.58337	-26.92379	
FAKE123	455	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N228A2	Yes	2007-03-12	38.7	21.4	188	4533	MALE	7.2381	-24.30257	
FAKE123	456	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N229A1	Yes	2008-04-27	41.4	21.9	209	3878	FEMALE	8.19056	-26.36602	
FAKE123	457	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N229A2	Yes	2007-03-21	35.7	21.3	228	1736	MALE	9.41017	-26.02708	
FAKE123	458	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N230A1	Yes	2009-01-11	38.9	21.1	199	4926	FEMALE	9.96195	-25.23877	
FAKE123	459	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N230A2	Yes	2009-08-30	45.8	19.0	204	4217	FEMALE	7.49371	-23.08442	
FAKE123	460	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N231A1	Yes	2007-01-03	44.3	16.3	199	2745	FEMALE	8.52546	-25.31192	
FAKE123	461	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N231A2	Yes	2008-07-26	38.3	15.7	170	1318	MALE	8.6421	-24.01285	
FAKE123	462	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N232A1	Yes	2009-12-27	35.7	21.6	201	4666	MALE	8.08525	-26.2732	
FAKE123	463	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N232A2	Yes	2009-12-24	39.6	19.1	202	2200	FEMALE	8.73555	-23.60527	
FAKE123	464	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N233A1	Yes	2007-03-08	43.5	16.6	221	2273	MALE	9.33422	-23.24859	
FAKE123	465	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N233A2	Yes	2009-04-27	41.7	20.3	230	4988	FEMALE	9.91793	-25.82256	
FAKE123	466	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N234A1	Yes	2007-04-21	45.8	20.3	224	4922	MALE	7.76518	-23.50454	
FAKE123	467	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N234A2	Yes	2007-02-21	31.0	17.4	191	1630	MALE	8.76273	-24.86628	
FAKE123	468	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N235A1	Yes	2008-02-17	38.3	15.6	169	1199	FEMALE	8.56097	-23.27307	
FAKE123	469	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N235A2	No	2008-03-15	46.8	20.4	184	3663	MALE	7.4902	-26.35687	
FAKE123	470	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N236A1	Yes	2009-09-30	34.5	15.0	172	1071	FEMALE	7.80597	-25.9151	
FAKE123	471	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N236A2	Yes	2008-06-14	33.0	20.0	160	4001	FEMALE	9.896	-23.39323	
FAKE123	472	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N237A1	Yes	2008-01-28	30.4	21.3	176	1500	MALE	8.10162	-25.68845	
FAKE123	473	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N237A2	No	2007-09-10	41.0	18.7	219	4663	FEMALE	9.1936	-25.87937	
FAKE123	474	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N238A1	Yes	2007-05-26	35.5	15.4	215	4635	FEMALE	9.8355	-25.22137	
FAKE123	475	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N238A2	Yes	2008-01-05	46.7	15.8	227	1450	MALE	7.24587	-26.37569	
FAKE123	476	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N239A1	Yes	2007-04-20	48.6	22.7	225	3303	MALE	8.22304	-26.13573	
FAKE123	477	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N239A2	Yes	2009-03-30	43.0	22.6	210	4699	FEMALE	7.55175	-26.12498	
FAKE123	478	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N240A1	Yes	2007-05-07	33.0	18.3	193	2842	FEMALE	8.1667	-25.58565	
FAKE123	479	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N240A2	Yes	2009-07-04	40.7	20.0	185	1499	FEMALE	9.95066	-25.72927	
FAKE123	480	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N241A1	Yes	2009-04-11	41.1	16.3	165	4551	FEMALE	9.26904	-25.39483	
FAKE123	481	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N241A2	Yes	2007-11-05	30.4	15.8	182	1172	FEMALE	8.90906	-24.22214	
FAKE123	482	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N242A1	Yes	2009-09-13	46.8	20.8	211	3335	FEMALE	7.57797	-23.66506	
FAKE123	483	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N242A2	Yes	2009-10-03	37.9	20.5	198	4073	FEMALE	7.01434	-24.39024	
FAKE123	484	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	 N243A1	Yes	2009-06-24	39.7	19.6	208	4450	MALE	8.63875	-26.95796	
FAKE123	485	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N243A2	Yes	2008-06-23	38.9	19.7	178	2280	FEMALE	7.44081	-25.6653	
FAKE123	486	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N244A1	Yes	2008-10-13	35.6	22.7	173	1941	FEMALE	9.34818	-23.71792	
FAKE123	487	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N244A2	Yes	2007-06-11	46.8	23.0	174	4887	FEMALE	7.31208	-25.56612	
FAKE123	488	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N245A1	Yes	2007-05-16	41.9	18.9	213	4254	FEMALE	9.84805	-26.02769	
FAKE123	489	Adelie Penguin (PWygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N245A2	Yes	2009-10-23	37.4	21.6	181	3883	FEMALE	9.17462	-25.71091	
FAKE123	490	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N246A1	Yes	2008-07-11	41.9	16.2	168	4807	MALE	7.86644	-24.60097	
FAKE123	491	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N246A2	Yes	2007-12-12	41.3	18.6	199	3874	FEMALE	7.938	-23.55515	
FAKE123	492	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N247A1	Yes	2007-07-22	47.9	21.0	170	1144	FEMALE	9.2903	-25.81928	
FAKE123	493	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N247A2	Yes	2009-06-23	40.6	21.9	199	3033	FEMALE	9.36501	-25.35728	
FAKE123	494	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N248A1	No	2007-12-14	41.2	15.8	219	4433	MALE	9.83766	-26.06539	
FAKE123	495	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N248A2	Yes	2009-06-06	36.2	21.1	210	1693	MALE	8.91642	-26.16457	
FAKE123	496	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N249A1	Yes	2007-12-04	37.6	18.9	195	4759	MALE	8.08713	-24.94088	
FAKE123	497	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N249A2	Yes	2008-06-18	44.1	19.8	196	2209	MALE	9.35412	-23.34589	
FAKE123	498	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N250A1	Ye2s	2007-01-11	40.8	16.8	198	1160	MALE	7.5143	-25.38418	
FAKE123	499	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N250A2	Yes	2009-09-10	44.7	21.1	215	1975	MALE	9.38378	-25.49677	
FAKE123	500	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N251A1	Yes	2008-05-04	38.1	16.4	160	1806	MALE	8.66706	-24.22166	
FAKE123	501	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N251A2	Yes	2007-03-09	47.5	17.4	189	3449	FEMALE	7.94334	-26.80394	
FAKE123	502	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N252A1	Yes	2007-08-03	37.8	17.5	224	2459	FEMALE	7.83802	-25.73884	
FAKE123	503	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N252A2	No	2007-09-25	45.8	22.9	214	3329	FEMALE	7.78668	-24.86613	
FAKE123	504	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N253A1	Yes	2009-03-20	40.5	19.6	214	3716	FEMALE	8.52206	-25.91633	
FAKE123	505	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N253A2	Yes	2007-12-15	32.1	15.1	220	3156	MALE	8.70228	-25.23427	
FAKE123	506	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N254A1	Yes	2007-12-10	34.7	18.4 	191	3728	MALE	7.49669	-24.00495	
FAKE123	507	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N254A2	Yes	2007-01-24	33.3	17.9	170	2740	MALE	8.84163	-26.59873	
FAKE123	508	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N255A1	Yes	2009-04-28	43.0	20.9	180	2875	FEMALE	8.31061	-26.26996	
FAKE123	509	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N255A2	No	2007-07-27	41.6	22.5	176	4209	FEMALE	7.20488	-24.0631	
FAKE123	510	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N256A1	Yes	2007-02-17	32.7	17.8	181	2590	FEMALE	8.08341	-26.62454	
FAKE123	511	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N256A2	Yes	2008-10-14	37.6	19.5	180	4013	FEMALE	8.55695	-23.32517	
FAKE123	512	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N257A1	Yes	2008-11-21	33.5	20.1	196	4079	MALE	7.88386	-26.78151	
FAKE123	513	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N257A2	Yes	2008-03-21	31.1	17.1	186	2513	FEMALE	9.22151	-25.80482	
FAKE123	514	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N258A1	Yes	2007-12-01	45.3	15.5	211	1543	MALE	8.06146	-23.45264	
FAKE123	515	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N258A2	Yes	2009-09-04	36.6	20.9	166	4390	FEMALE	9.5357	-26.71539	
FAKE123	516	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N259A1	No	2009-06-15	38.3	15.7	170	1809	MALE	7.4332	-24.83022	
FAKE123	517	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N259A2	Yes	2008-09-13	44.0	17.4	189	2603	MALE	9.54051	-24.45885	
FAKE123	518	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N260A1	Yes	2009-03-03	42.4	22.6	210	2600	MALE	7.14973	-26.67505	
FAKE123	519	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N260A2	Yes	2008-06-09	31.4	22.7	224	3396	FEMALE	9.74041	-24.14525	
FAKE123	520	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N261A1	Yes	2007-05-02	46.8	15.4	211	2428	MALE	9.47538	-24.03289	
FAKE123	521	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N261A2	Yes	2009-10-06	37.0	20.6	218	1563	MALE	8.41713	-26.02054	
FAKE123	522	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N262A1	Yes	2008-06-21	30.2	16.8	185	2436	MALE	7.22764	-26.90249	
FAKE123	523	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N262A2	Yes	2008-10-04	46.0	19.8	194	2323	FEMALE	8.78778	-25.02767	
FAKE123	524	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N263A1	Yes	2008-12-28	35.0	15.6	156	2141	FEMALE	7.81992	-23.73154	
FAKE123	525	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N263A2	Yes	2009-05-06	40.3	18.8	193	1077	FEMALE	7.57215	-24.0434	
FAKE123	526	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N264A1	Yes	2009-04-24	49.1	21.4	190	2038	MALE	9.68836	-26.12876	
FAKE123	527	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N264A2	Yes	2008-06-28	43.8	19.8	201	2353	FEMALE	9.12109	-25.46533	
FAKE123	528	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N265A1	Yes	2008-03-29	43.7	21.2	229	4461	MALE	8.34235	-25.88456	
FAKE123	529	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N265A2	Yes	2008-09-01	33.9	19.6	221	1418	MALE	9.03063	-23.51808	
FAKE123	530	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N266A1	Yes	2008-09-19	47.4	18.4	200	4766	MALE	9.66131	-23.8115	
FAKE123	531	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N266A2	Yes	2008-05-29	33.2	19.9	163	1891	MALE	9.21611	-23.01793	
FAKE123	532	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N267A1	Yes	2009-03-14	32.9	16.4	187	1419	MALE	8.01273	-25.94876	
FAKE123	533	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N267A2	Yes	2009-05-25	48.2	17.5	224	1789	FEMALE	7.41398	-25.89321	
FAKE123	534	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N268A1	Yes	2007-10-28	37.8	17.2	186	1073	FEMALE	9.76131	-251891	
FAKE123	535	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N268A2	Yes	2009-09-06	42.6	15.9	186	3043	FEMALE	9.47414	-23.07104	
FAKE123	536	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N269A1	No	2009-08-09	31.0	15.9	164	4252	FEMALE	9.9353	-24.46784	
FAKE123	537	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N269A2	Yes	2007-06-13	36.6	19.4	227	3444	FEMALE	7.73539	-25.27585	
FAKE123	538	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N270A1	Yes	2008-07-04	38.0	22.4	178	4440	FEMALE	9.65001	-25.51659	
FAKE123	539	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N270A2	Yes	2008-02-11	35.6	18.2	216	1689	FEMALE	8.06715	-24.09779	
FAKE123	540	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N271A1	Yes	2009-12-30	39.2	22.8	224	4125	MALE	8.10205	-26.13804	
FAKE123	541	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N271A2	Yes	2009-07-02	45.1	19.0	178	1654	FEMALE	7.85484	-23.94476	
FAKE123	542	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N272A1	Yes	2009-04-18	46.3	22.8	211	2312	MALE	9.73104	-23.81637	
FAKE123	543	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N272A2	Yes	2008-10-22	46.3	19.0	209	2867	MALE	7.65989	-24.39171	
FAKE123	544	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N273A1	Yes	2009-02-21	48.0	23.0	204	1525	MALE	9.91986	-24.67982	
FAKE123	545	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N273A2	Yes	2007-01-20	43.5	18.4	197	3049	MALE	7.11161	-24.42271	
FAKE123	546	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N274A1	Yes	 2009-08-25	42.3	22.4	227	2378	FEMALE	9.21832	-24.14445	
FAKE123	547	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N274A2	Yes	2009-11-11	46.7	21.8	182	3225	FEMALE	8.19576	-25.72445	
FAKE123	548	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N275A1	Yes	2008-08-02	33.7	19.6	175	2253	MALE	9.00831	-23.49428	
FAKE123	549	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N275A2	Yes	2009-03-08	38.8	19.0	181	3359	FEMALE	9.00412	-25.25136	
FAKE123	550	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N276A1	Yes	2009-12-10	39.8	17.5	163	4878	FEMALE	8.15978	-25.39674	
FAKE123	551	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N276A2	Yes	2009-04-17	38.4	19.6	204	4221	MALE	9.70231	-23.9501	
